Time,SoC_1,Voltage_1,Current_1,Temperature_1,B_Status_1,V_Status_1,C_Status_1,T_Status_1,SoC_2,Voltage_2,Current_2,Temperature_2,B_Status_2,V_Status_2,C_Status_2,T_Status_2,SoC_3,Voltage_3,Current_3,Temperature_3,B_Status_3,V_Status_3,C_Status_3,T_Status_3,SoC_4,Voltage_4,Current_4,Temperature_4,B_Status_4,V_Status_4,C_Status_4,T_Status_4,SoC_5,Voltage_5,Current_5,Temperature_5,B_Status_5,V_Status_5,C_Status_5,T_Status_5,SoC_6,Voltage_6,Current_6,Temperature_6,B_Status_6,V_Status_6,C_Status_6,T_Status_6,SoC_7,Voltage_7,Current_7,Temperature_7,B_Status_7,V_Status_7,C_Status_7,T_Status_7,SoC_8,Voltage_8,Current_8,Temperature_8,B_Status_8,V_Status_8,C_Status_8,T_Status_8
23:18,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:19,68.0,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:19,68.0,,,,,,,,70.0,,,,,,,,65.0,,,,,,,,66.0,,,,,,,,64.0,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,
23:20,68.0,49.463,0.0,27.0,Idle,Normal,Normal,Normal,70.0,49.463,0.0,27.0,Idle,Normal,Normal,Normal,65.0,49.471,0.0,27.0,Idle,Normal,Normal,Normal,66.0,49.472,0.0,27.0,Idle,Normal,Normal,Normal,64.0,49.47,0.308,26.0,Dischg,Normal,Normal,Normal,64.0,49.469,0.284,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
23:20,68.0,49.462,0.0,27.0,Idle,Normal,Normal,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:43,68.0,49.467,0.0,27.0,Idle,Normal,Normal,Normal,70.0,49.465,0.0,27.0,Idle,Normal,Normal,Normal,65.0,49.478,0.0,27.0,Idle,Normal,Normal,Normal,65.0,49.483,0.0,27.0,Idle,Normal,Normal,Normal,63.0,49.476,0.256,26.0,Dischg,Normal,Normal,Normal,64.0,49.472,0.216,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
